"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes"
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","1000","pound sterling","2008","Western calendar year","78255000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","200","pound sterling","1993","Western calendar year","78419000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","100","pound sterling                          ","1993","Western calendar year","76945000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","1000","pound sterling","2008","Western calendar year","130207000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","200","pound sterling","1993","Western calendar year","125018000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","100","pound sterling                          ","1993","Western calendar year","124659000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","1000","pound sterling","2008","Western calendar year","73838000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","200","pound sterling","1993","Western calendar year","74047000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","100","pound sterling                          ","1993","Western calendar year","73134000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","1000","pound sterling","2008","Western calendar year","122544000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","200","pound sterling","1993","Western calendar year","118370000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","100","pound sterling                          ","1993","Western calendar year","118358000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","1000","pound sterling","2008","Western calendar year","69107000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","200","pound sterling","1993","Western calendar year","69260000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","100","pound sterling                          ","1993","Western calendar year","68856000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","1000","pound sterling","2008","Western calendar year","113446000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","200","pound sterling","1993","Western calendar year","109002000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","100","pound sterling                          ","1993","Western calendar year","108470000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","1000","pound sterling","2008","Western calendar year","64241000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","200","pound sterling","1993","Western calendar year","64537000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","100","pound sterling                          ","1993","Western calendar year","64537000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","1000","pound sterling","2008","Western calendar year","105873000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","200","pound sterling","1993","Western calendar year","102572000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","100","pound sterling                          ","1993","Western calendar year","102095000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","1000","pound sterling","2008","Western calendar year","61225000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","200","pound sterling","1993","Western calendar year","61415000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","100","pound sterling                          ","1993","Western calendar year","61415000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","1000","pound sterling","2008","Western calendar year","99048000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","200","pound sterling","1993","Western calendar year","94517000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","100","pound sterling                          ","1993","Western calendar year","94517000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","1000","pound sterling","2008","Western calendar year","56874000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","200","pound sterling","1993","Western calendar year","57108000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","100","pound sterling                          ","1993","Western calendar year","57108000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","1000","pound sterling","2008","Western calendar year","93405000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","200","pound sterling","1993","Western calendar year","88560000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","100","pound sterling                          ","1993","Western calendar year","88560000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","1000","pound sterling","2008","Western calendar year","53863000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","200","pound sterling","1993","Western calendar year","53979000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","100","pound sterling                          ","1993","Western calendar year","53979000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1994","200","pound sterling","1993","Western calendar year","83276000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1994","100","pound sterling                          ","1993","Western calendar year","83218000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1994","200","pound sterling","1993","Western calendar year","51591000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1994","100","pound sterling                          ","1993","Western calendar year","51450000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1993","200","pound sterling","1993","Western calendar year","76348000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1993","100","pound sterling                          ","1993","Western calendar year","76292000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1993","200","pound sterling","1993","Western calendar year","48869000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1993","100","pound sterling                          ","1993","Western calendar year","48773000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1992","200","pound sterling","1993","Western calendar year","74808000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1992","100","pound sterling                          ","1993","Western calendar year","74749000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1992","200","pound sterling","1993","Western calendar year","46446000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1992","100","pound sterling                          ","1993","Western calendar year","46420000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1991","200","pound sterling","1993","Western calendar year","72422000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1991","100","pound sterling                          ","1993","Western calendar year","72364000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1991","200","pound sterling","1993","Western calendar year","44770000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1991","100","pound sterling                          ","1993","Western calendar year","44757000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1990","200","pound sterling","1993","Western calendar year","62834000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1990","100","pound sterling                          ","1993","Western calendar year","62834000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1990","200","pound sterling","1993","Western calendar year","41712000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1990","100","pound sterling                          ","1993","Western calendar year","41711000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1989","100","pound sterling                          ","1993","Western calendar year","59771000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1989","100","pound sterling                          ","1993","Western calendar year","39971000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1988","100","pound sterling                          ","1993","Western calendar year","56826000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1988","100","pound sterling                          ","1993","Western calendar year","37462000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1987","100","pound sterling                          ","1993","Western calendar year","49418000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1987","100","pound sterling                          ","1993","Western calendar year","33896000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1986","100","pound sterling                          ","1993","Western calendar year","45291000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1986","100","pound sterling                          ","1993","Western calendar year","32031000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1985","100","pound sterling                          ","1993","Western calendar year","40056000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1985","100","pound sterling                          ","1993","Western calendar year","29658000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1984","100","pound sterling                          ","1993","Western calendar year","37935000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1984","100","pound sterling                          ","1993","Western calendar year","27576000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1983","100","pound sterling                          ","1993","Western calendar year","35096000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1983","100","pound sterling                          ","1993","Western calendar year","25723000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1982","100","pound sterling                          ","1993","Western calendar year","33105000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1982","100","pound sterling                          ","1993","Western calendar year","22699000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1981","100","pound sterling                          ","1993","Western calendar year","28539000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1981","100","pound sterling                          ","1993","Western calendar year","20195000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1980","100","pound sterling                          ","1993","Western calendar year","25334000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1980","100","pound sterling                          ","1993","Western calendar year","17503000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1979","100","pound sterling                          ","1993","Western calendar year","19339000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1979","100","pound sterling                          ","1993","Western calendar year","14312000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1978","100","pound sterling                          ","1993","Western calendar year","15315000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1978","100","pound sterling                          ","1993","Western calendar year","12527000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1977","100","pound sterling                          ","1993","Western calendar year","13259000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1977","100","pound sterling                          ","1993","Western calendar year","11667000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1976","100","pound sterling                          ","1993","Western calendar year","10257000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1976","100","pound sterling                          ","1993","Western calendar year","10390000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1975","100","pound sterling                          ","1993","Western calendar year","8297000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1975","100","pound sterling                          ","1993","Western calendar year","8482000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1974","100","pound sterling                          ","1993","Western calendar year","6651000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1974","100","pound sterling                          ","1993","Western calendar year","6153000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1973","100","pound sterling                          ","1993","Western calendar year","6794000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1973","100","pound sterling                          ","1993","Western calendar year","4871000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1972","100","pound sterling                          ","1993","Western calendar year","6858000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1972","100","pound sterling                          ","1993","Western calendar year","4126000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1971","100","pound sterling                          ","1993","Western calendar year","6661000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1971","100","pound sterling                          ","1993","Western calendar year","3489000000",""
"United Kingdom","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1970","100","pound sterling                          ","1993","Western calendar year","6533000000",""
"United Kingdom","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1970","100","pound sterling                          ","1993","Western calendar year","3217000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2017","1000","US dollar","2008","Western calendar year","1285876752000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2017","1000","US dollar","2008","Western calendar year","1303765600000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2016","1000","US dollar","2008","Western calendar year","1241899420000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2016","1000","US dollar","2008","Western calendar year","1245005400000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2015","1000","US dollar","2008","Western calendar year","1212637848000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2015","1000","US dollar","2008","Western calendar year","1210566400000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2014","1000","US dollar","2008","Western calendar year","1182806450000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2014","1000","US dollar","2008","Western calendar year","1159041300000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2013","1000","US dollar","2008","Western calendar year","1128942623000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2013","1000","US dollar","2008","Western calendar year","1109439200000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2012","1000","US dollar","2008","Western calendar year","1078077633000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2012","1000","US dollar","2008","Western calendar year","955160300000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2011","1000","US dollar","2008","Western calendar year","1043716128000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2011","100","US dollar                               ","1993","Western calendar year","1036300000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2011","1000","US dollar","2008","Western calendar year","921060700000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2011","100","US dollar                               ","1993","Western calendar year","923800000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2010","1000","US dollar","2008","Western calendar year","1007265510000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2010","100","US dollar                               ","1993","Western calendar year","998000000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2010","1000","US dollar","2008","Western calendar year","988670100000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2010","100","US dollar                               ","1993","Western calendar year","988200000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2009","1000","US dollar","2008","Western calendar year","968470185000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2009","100","US dollar                               ","1993","Western calendar year","963500000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2009","1000","US dollar","2008","Western calendar year","969230700000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2009","100","US dollar                               ","1993","Western calendar year","968100000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2008","1000","US dollar","2008","Western calendar year","997183237000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2008","100","US dollar                               ","1993","Western calendar year","985700000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2008","1000","US dollar","2008","Western calendar year","993187000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2008","100","US dollar                               ","1993","Western calendar year","992100000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2007","1000","US dollar","2008","Western calendar year","982245290000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2007","100","US dollar                               ","1993","Western calendar year","972600000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2007","1000","US dollar","2008","Western calendar year","966126400000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2007","100","US dollar                               ","1993","Western calendar year","964200000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2006","1000","US dollar","2008","Western calendar year","945572486000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2006","100","US dollar                               ","1993","Western calendar year","935400000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2006","1000","US dollar","2008","Western calendar year","927134700000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2006","100","US dollar                               ","1993","Western calendar year","926400000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2005","1000","US dollar","2008","Western calendar year","881527188000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2005","100","US dollar                               ","1993","Western calendar year","869300000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2005","1000","US dollar","2008","Western calendar year","878012000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2005","100","US dollar                               ","1993","Western calendar year","877400000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2004","1000","US dollar","2008","Western calendar year","821711633000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2004","100","US dollar                               ","1993","Western calendar year","817000000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2004","1000","US dollar","2008","Western calendar year","833632900000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2004","100","US dollar                               ","1993","Western calendar year","831700000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2003","1000","US dollar","2008","Western calendar year","756559076000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2003","100","US dollar                               ","1993","Western calendar year","757700000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2003","1000","US dollar","2008","Western calendar year","783208200000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2003","100","US dollar                               ","1993","Western calendar year","782800000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2002","1000","US dollar","2008","Western calendar year","718634257000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2002","100","US dollar                               ","1993","Western calendar year","721400000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2002","1000","US dollar","2008","Western calendar year","755250900000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2002","100","US dollar                               ","1993","Western calendar year","755200000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2001","1000","US dollar","2008","Western calendar year","668979974000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2001","100","US dollar                               ","1993","Western calendar year","669000000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","1000","US dollar","2008","Western calendar year","736945000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","100","US dollar                               ","1993","Western calendar year","736900000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","1000","US dollar","2008","Western calendar year","662715375000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","100","US dollar                               ","1993","Western calendar year","662800000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","1000","US dollar","2008","Western calendar year","709393000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","100","US dollar                               ","1993","Western calendar year","709400000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","1000","US dollar","2008","Western calendar year","628375410000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","100","US dollar                               ","1993","Western calendar year","628400000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","1000","US dollar","2008","Western calendar year","664578000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","100","US dollar                               ","1993","Western calendar year","664600000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","1000","US dollar","2008","Western calendar year","603104198000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","100","US dollar                               ","1993","Western calendar year","603100000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","1000","US dollar","2008","Western calendar year","627753000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","100","US dollar                               ","1993","Western calendar year","627800000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","1000","US dollar","2008","Western calendar year","577803978000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","100","US dollar                               ","1993","Western calendar year","577800000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","1000","US dollar","2008","Western calendar year","590255000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","100","US dollar                               ","1993","Western calendar year","590300000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","1000","US dollar","2008","Western calendar year","545518783000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","100","US dollar                               ","1993","Western calendar year","545600000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","1000","US dollar","2008","Western calendar year","557866000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","100","US dollar                               ","1993","Western calendar year","557900000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","1000","US dollar","2008","Western calendar year","523090608000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","100","US dollar                               ","1993","Western calendar year","523100000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","1000","US dollar","2008","Western calendar year","535503000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","100","US dollar                               ","1993","Western calendar year","535500000000",""
"United States","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1994","100","US dollar                               ","1993","Western calendar year","512700000000",""
"United States","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1994","100","US dollar                               ","1993","Western calendar year","510700000000",""
